ev_id,type,type_certainty,agency,evaluation_mode,evaluation_status,origin_time,longitude,longitude_error,latitude,latitude_error,depth,depth_error,method_id,earth_model_id,horizontal_uncertainty,min_horizontal_uncertainty,max_horizontal_uncertainty,azimuth_max_horizontal_uncertainty,semi_major_axis_length,semi_minor_axis_length,semi_intermediate_axis_length,major_axis_plunge,major_axis_azimuth,major_axis_rotation,associated_phase_count,used_phase_count,associated_station_count,used_station_count,depth_phase_count,standard_error,azimuthal_gap,secondary_azimuthal_gap,ground_truth_level,minimum_distance,maximum_distance,median_distance,magnitude,uncertainty,type,method_id,station_count,evaluation_status
600069ze,earthquake,,us,manual,reviewed,2019-11-10 14:24:05.309000,-103.2751,0.0074,31.1053,0.009,5000.0,1400.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,700.0,1800.0,2200.0,41.0,2200.0,600.0,1800.0,84.0,41.0,104.0,83,38,,,,0.49,54.0,68.0,GT5,0.027,,,2.5,0.136,mb_Lg,1.0,20,reviewed
70006nzz,earthquake,,us,manual,reviewed,2019-12-20 09:29:09.346000,-103.2357,0.0105,31.1513,0.0108,5000.0,1100.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1100.0,1800.0,2000.0,326.0,2000.0,1200.0,1800.0,39.0,326.0,307.0,74,60,,,,0.54,51.0,59.0,GT5,0.029,,,2.5,0.128,mb_Lg,1.0,18,reviewed
70006p74,earthquake,,us,manual,reviewed,2019-12-20 19:00:25.476000,-103.217,0.0074,31.1426,0.0117,5000.0,1600.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,800.0,2100.0,2500.0,194.0,2500.0,800.0,2100.0,70.0,194.0,5.0,106,74,,,,0.78,51.0,59.0,GT5,0.034,,,2.8,0.085,ML,1.0,92,reviewed
70006rvb,earthquake,,us,manual,reviewed,2019-12-28 10:54:42.576000,-103.2453,0.0168,31.1461,0.0144,5000.0,1500.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1500.0,2200.0,3100.0,313.0,3100.0,1700.0,2200.0,25.0,313.0,336.0,50,40,,,,0.55,51.0,65.0,GT5,0.021,,,3.0,0.079,mb_Lg,1.0,61,reviewed
70006uqn,earthquake,,us,manual,reviewed,2020-01-04 18:23:33.716000,-103.2357,0.0126,31.1327,0.0126,5000.0,1500.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1300.0,1900.0,2600.0,153.0,2600.0,1700.0,1900.0,46.0,153.0,12.0,117,78,,,,0.57,51.0,62.0,GT5,0.015,,,2.9,0.071,ML,1.0,110,reviewed
60007ei9,earthquake,,us,manual,reviewed,2020-01-24 07:20:24.850000,-103.1669,0.0116,31.1677,0.0117,5000.0,1800.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1200.0,1900.0,2900.0,183.0,2900.0,1600.0,1900.0,67.0,183.0,38.0,54,33,,,,0.72,50.0,96.0,,0.281,,,2.6,0.097,ML,1.0,14,reviewed
60007jn0,earthquake,,us,manual,reviewed,2020-01-30 00:04:15.123000,-103.2393,0.021,31.1188,0.0252,2570.0,6700.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,2300.0,2566.0,3612.0,176.0,10400.0,3000.0,3600.0,77.0,178.0,176.0,72,49,,,,0.38,52.0,63.0,GT5,0.012,,,2.8,0.076,mb_Lg,1.0,56,reviewed
60007k4d,earthquake,,us,manual,reviewed,2020-01-30 15:58:50.050000,-103.2815,0.0116,31.1216,0.009,5000.0,1900.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,900.0,2000.0,2900.0,239.0,2900.0,1000.0,2000.0,87.0,239.0,172.0,110,61,,,,0.86,51.0,62.0,GT5,0.204,,,3.4,0.039,ML,1.0,87,reviewed
60007m3h,earthquake,,us,manual,reviewed,2020-02-01 11:52:33.699000,-103.2715,0.0105,31.1798,0.0063,5000.0,1300.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,800.0,1500.0,2200.0,124.0,2200.0,900.0,1500.0,64.0,124.0,150.0,91,56,,,,0.67,40.0,51.0,GT5,0.007,,,2.8,0.066,ML,1.0,82,reviewed
70007nw9,earthquake,,us,manual,reviewed,2020-02-12 17:18:53.317000,-103.2841,0.0137,31.1997,0.0135,7690.0,6400.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1400.0,1616.0,1951.0,159.0,9800.0,1800.0,2200.0,85.0,196.0,130.0,81,50,,,,1.11,39.0,49.0,GT5,0.017,,,2.7,0.049,ML,1.0,54,reviewed
70007tcp,earthquake,,us,manual,reviewed,2020-02-20 02:37:57.394000,-103.3129,0.0105,31.1667,0.0081,5000.0,1700.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1000.0,1600.0,2600.0,105.0,2600.0,1200.0,1600.0,75.0,105.0,22.0,69,53,,,,0.64,43.0,54.0,GT5,0.042,,,2.6,0.091,ML,1.0,60,reviewed
70007thh,earthquake,,us,manual,reviewed,2020-02-20 10:30:13.471000,-103.3549,0.0179,31.1926,0.0117,4990.0,4200.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1500.0,1738.0,2314.0,75.0,6600.0,1100.0,2500.0,72.0,118.0,111.0,53,46,,,,0.45,36.0,49.0,GT5,0.073,,,2.6,0.052,ML,1.0,48,reviewed
60008a2f,earthquake,,us,manual,reviewed,2020-03-05 09:26:05.322000,-103.2618,0.0158,31.076,0.0144,5000.0,1900.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1400.0,2800.0,3000.0,322.0,3000.0,1500.0,2800.0,27.0,322.0,184.0,61,45,,,,0.74,53.0,71.0,GT5,0.049,,,2.5,0.055,ML,1.0,44,reviewed
60008a79,earthquake,,us,manual,reviewed,2020-03-05 13:10:53.535000,-103.2315,0.0116,31.093,0.0081,5000.0,1300.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1000.0,1800.0,2000.0,2.0,2000.0,1200.0,1800.0,81.0,2.0,53.0,49,41,,,,0.68,53.0,67.0,GT5,0.036,,,2.7,0.052,ML,1.0,48,reviewed
70008efl,earthquake,,us,manual,reviewed,2020-03-23 09:04:05.139000,-103.3515,0.0095,31.0893,0.0072,5000.0,1700.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,800.0,1600.0,2600.0,58.0,2600.0,800.0,1600.0,75.0,58.0,171.0,60,39,,,,0.45,52.0,95.0,GT5,0.092,,,2.9,0.048,ML,1.0,56,reviewed
70008ev2,earthquake,,us,manual,reviewed,2020-03-23 23:10:05.034000,-103.3611,0.0116,31.0975,0.009,5000.0,1500.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1000.0,1700.0,2500.0,144.0,2500.0,1100.0,1700.0,60.0,144.0,140.0,88,50,,,,0.58,49.0,75.0,GT5,0.097,,,3.0,0.043,ML,1.0,70,reviewed
70008xb9,earthquake,,us,manual,reviewed,2020-04-16 03:58:40.533000,-103.3289,0.0126,31.0834,0.0099,5000.0,1600.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1200.0,1800.0,2600.0,162.0,2600.0,1600.0,1800.0,74.0,162.0,132.0,103,60,,,,0.47,50.0,61.0,GT5,0.077,,,3.0,0.039,ML,1.0,86,reviewed
70009meb,earthquake,,us,manual,reviewed,2020-05-21 11:50:18.213000,-103.2207,0.0158,31.0854,0.0153,5000.0,2000.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1300.0,2900.0,3300.0,142.0,3300.0,1000.0,2900.0,23.0,142.0,190.0,78,52,,,,0.6,46.0,53.0,GT5,0.047,,,3.0,0.048,ML,1.0,57,reviewed
7000acqy,earthquake,,us,manual,reviewed,2020-06-26 22:51:33.570000,-103.1524,0.0126,31.1246,0.0099,5000.0,1400.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1100.0,1700.0,2200.0,288.0,2200.0,1600.0,1700.0,72.0,288.0,136.0,105,53,,,,0.82,42.0,52.0,GT5,0.004,,,2.8,0.091,ML,1.0,20,reviewed
7000aqw9,earthquake,,us,manual,reviewed,2020-07-18 15:29:55.564000,-103.1508,0.0105,31.1139,0.009,5000.0,1300.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1000.0,1400.0,2300.0,326.0,2300.0,900.0,1400.0,53.0,326.0,110.0,82,43,,,,0.47,41.0,52.0,GT5,0.015,,,2.7,0.081,ML,1.0,20,reviewed
6000b219,earthquake,,us,manual,reviewed,2020-07-22 17:01:32.948000,-103.2655,0.0095,31.1632,0.0108,5000.0,1600.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1000.0,1500.0,2600.0,3.0,2600.0,1300.0,1500.0,59.0,3.0,156.0,184,50,,,,0.43,35.0,45.0,GT5,0.023,,,3.1,,Mwr,,12,reviewed
6000b8qv,earthquake,,us,manual,reviewed,2020-08-03 14:52:48.340000,-103.2315,0.0126,31.1121,0.0144,5000.0,1400.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1300.0,2200.0,2800.0,326.0,2800.0,1300.0,2200.0,11.0,326.0,348.0,80,44,,,,0.8,45.0,53.0,GT5,0.021,,,2.4,0.052,ML,1.0,48,reviewed
6000b9sl,earthquake,,us,manual,reviewed,2020-08-05 17:14:47.715000,-103.2384,0.0095,31.1373,0.009,4990.0,1400.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1000.0,1114.0,1330.0,191.0,2200.0,1300.0,1500.0,76.0,17.0,170.0,103,70,,,,0.56,51.0,61.0,GT5,0.016,,,3.0,0.059,ML,1.0,80,reviewed
6000ba3f,earthquake,,us,manual,reviewed,2020-08-06 14:02:38.144000,-103.2775,0.0095,31.1104,0.0126,5000.0,1100.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1100.0,1700.0,2300.0,347.0,2300.0,1200.0,1700.0,16.0,347.0,211.0,67,41,,,,0.65,55.0,66.0,GT5,0.026,,,2.8,0.053,ML,1.0,46,reviewed
7000cbi3,earthquake,,us,manual,reviewed,2020-11-06 19:37:20.394000,-103.2514,0.0116,31.1021,0.0117,2640.0,2800.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1200.0,1403.0,1630.0,171.0,4200.0,1600.0,1900.0,85.0,73.0,97.0,160,107,,,,0.63,51.0,54.0,GT5,0.022,,,3.2,,Mwr,,8,reviewed
7000cbkb,earthquake,,us,manual,reviewed,2020-11-06 21:06:37.714000,-103.2808,0.0305,31.0982,0.0207,1870.0,1700.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,2600.0,2997.0,3719.0,91.0,4600.0,2100.0,3500.0,22.0,91.0,90.0,127,77,,,,0.98,52.0,58.0,GT5,0.036,,,3.1,0.041,ML,1.0,80,reviewed
6000cshd,earthquake,,us,manual,reviewed,2020-11-25 14:30:29.253000,-103.2735,0.0105,31.1466,0.0072,3050.0,2200.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,900.0,997.0,1334.0,116.0,3500.0,400.0,1400.0,68.0,78.0,70.0,66,50,,,,0.46,46.0,52.0,GT5,0.028,,,2.9,0.161,mb_Lg,1.0,11,reviewed
7000cktv,earthquake,,us,manual,reviewed,2020-11-29 09:20:38.678000,-103.257,0.0074,31.1553,0.0234,5000.0,2000.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1400.0,2800.0,4100.0,179.0,4100.0,1100.0,2800.0,20.0,179.0,178.0,87,87,,,,0.55,35.0,41.0,GT5,0.03,,,3.6,0.04,ML,1.0,86,reviewed
7000claj,earthquake,,us,manual,reviewed,2020-11-29 09:26:01.579000,-103.2621,0.0105,31.1755,0.0117,5000.0,1600.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1100.0,2000.0,2500.0,211.0,2500.0,1300.0,2000.0,63.0,211.0,2.0,54,54,,,,0.62,31.0,41.0,GT5,0.013,,,2.5,0.057,ML,1.0,40,reviewed
7000ckv2,earthquake,,us,manual,reviewed,2020-11-29 10:44:09.762000,-103.2435,0.0116,31.1577,0.0108,5000.0,1600.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1100.0,1900.0,2800.0,140.0,2800.0,900.0,1900.0,60.0,140.0,77.0,53,51,,,,0.46,44.0,82.0,GT5,0.033,,,2.5,0.12,mb_Lg,1.0,20,reviewed
7000crs3,earthquake,,us,manual,reviewed,2020-12-17 10:23:54.286000,-103.2644,0.0147,31.1408,0.0072,5000.0,1600.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1000.0,1700.0,2700.0,98.0,2700.0,1100.0,1700.0,50.0,98.0,16.0,85,46,,,,0.58,45.0,53.0,GT5,0.019,,,3.3,0.046,ML,1.0,62,reviewed
6000dcu8,earthquake,,us,manual,reviewed,2021-01-29 07:15:25.146000,-103.256,0.0116,31.0836,0.0108,2650.0,2400.0,smi:us.anss.org/metadata/methodid/origin/RayLocator/1.0,smi:us.anss.org/metadata/methodid/earthModel/ak135/1.0,1100.0,1237.0,1636.0,142.0,3700.0,1300.0,1900.0,79.0,211.0,108.0,72,72,,,,0.75,53.0,58.0,GT5,0.041,,,2.5,0.046,ML,1.0,62,reviewed
texnet2021dqpo,earthquake,known,TX,manual,final,2021-02-21 18:39:02.169716,-103.3339637,0.5532766257,31.08026688,0.7961195124,3869.2626950000003,1060.0722119999998,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1210.078118,835.1825819000001,1210.078118,5.296900966,2068938.659,1032398.6030000001,1392270.294,21.4040777,89.51706778,92.55286188,44,26,,20,,0.3,58.0,74.70324107,-,0.04039449111,0.412165851,0.412165851,1.7,0.2,ML,trimmed_mean,7,confirmed
texnet2021dqss,earthquake,known,TX,manual,final,2021-02-21 20:13:49.712320,-103.3259535,0.5153745934,31.07473749,0.5468693781,4229.174805000001,909.0564369,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,829.4548169,781.512642,829.4548169,2.468107143,1731344.515,926285.8596,1027075.9109999998,11.18338924,-11.16103381,101.135265,62,34,,26,,0.3,50.0,85.53619584,-,0.04919961615,0.4163887962,8.998234239e+27,2.3,0.2,ML,trimmed_mean,10,confirmed
texnet2021dxtx,earthquake,known,TX,manual,final,2021-02-25 16:47:15.081837,-103.1554084,0.7452613829,31.11728731,1.297983516,1427.001953,1006.351475,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1982.5464370000002,1105.402107,1982.5464370000002,8.232826028,2692931.23,1356301.108,1546406.4330000002,60.05129376,80.81782986,102.9585628,55,15,,12,,0.2,71.0,98.18981695,-,0.01258734229,0.1201036068,8.998234239e+27,1.8,0.1,ML,trimmed_mean,7,
texnet2021eoja,earthquake,known,TX,manual,final,2021-03-06 18:37:41.340812,-103.2784773,0.7060203826,31.12129127,1.120444409,3175.146484,1381.442159,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1790.801237,909.3459047,1790.801237,158.504872,2767836.4620000003,1041099.7769999999,2045216.368,28.97586717,-52.56878867,79.23590879,37,22,,16,,0.3,53.0,73.96039252,-,0.02300616449,0.2021337625,0.1838116778,1.7,0.1,ML,trimmed_mean,10,confirmed
texnet2021flvk,earthquake,known,TX,manual,final,2021-03-19 14:59:34.794043,-103.320328,0.506545249,31.18411018,0.4913744944,5823.0712889999995,2274.316121,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,799.5053903,711.530879,799.5053903,127.4074496,4289557.937,811043.4025,979257.6953,174.8752731,-157.4033677,85.12792281,44,22,,13,,0.2,58.0,94.15775031,-,0.04373770587,0.1488842144,0.1170589851,1.7,0.2,ML,trimmed_mean,9,confirmed
texnet2021gffa,earthquake,known,TX,manual,final,2021-03-30 05:26:11.441717,-103.3556636,0.3431029729,31.18784772,0.4249297421,5463.15918,831.3738679,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,671.6403136,484.72119949999995,671.6403136,155.984846,1608550.99,494528.7794,812911.4800999999,14.7799107,-10.58724404,103.3457955,69,33,,24,,0.2,49.0,63.06750062,-,0.07392541343,0.1711142873,8.998234239e+27,2.2,0.2,ML,trimmed_mean,15,
texnet2021gslw,earthquake,known,TX,manual,final,2021-04-06 11:39:14.324382,-103.1529382,0.3530119382,31.13175671,0.5697111402,2686.694336,851.0018345,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,885.5919598999999,498.85846449999997,885.5919598999999,164.5993854,1609478.03,609136.1576,1086558.122,8.37244729,-46.52836825,85.92463069,54,25,,17,,0.2,57.0,88.29262716,-,0.002922286944,0.114138415,8.998234239e+27,1.5,0.2,ML,trimmed_mean,11,confirmed
texnet2021icay,earthquake,known,TX,manual,final,2021-04-25 23:02:18.185008,-103.2058707,0.531288571,31.14616022,0.7411063332,2481.030273,1258.910179,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1212.8234630000002,664.4722535000001,1212.8234630000002,26.69066819,2531173.878,754852.4508,1246238.6770000001,23.65094263,-103.2053524,79.7422739,41,17,,11,,0.2,53.0,78.86937028,-,0.03329290026,0.09157119249,0.09157119249,1.9,0.1,ML,trimmed_mean,7,confirmed
texnet2021ifxn,earthquake,known,TX,manual,final,2021-04-28 01:50:41.154922,-103.1930379,0.3593853195,31.14244762,0.548864313,3972.094727,594.9499882,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,835.1655584,540.7782599999999,835.1655584,173.8680418,1218977.716,651160.1756,926784.0476,36.44852585,-74.07228972,79.25648699,82,40,,30,,0.2,43.0,66.80072259,-,0.03329432051,0.3524390422,8.998234239e+27,2.9,0.2,ML,trimmed_mean,19,confirmed
texnet2021ifxx,earthquake,known,TX,manual,final,2021-04-28 02:02:30.381635,-103.1978624,0.3958673209,31.14062288,0.4541385268,2172.53418,975.2914877,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,689.3297522,599.6797382999999,689.3297522,175.16972,1891393.681,686351.4565000001,768432.0342,164.5140174,110.79854,103.7240381,53,24,,18,,0.2,42.0,61.68096001,-,0.02983022971,0.1494794276,8.998234239e+27,1.8,0.1,ML,trimmed_mean,12,confirmed
texnet2021ifyk,earthquake,known,TX,manual,final,2021-04-28 02:17:57.710563,-103.1994647,0.5477881624,31.14154655,0.5584369961,3869.2626950000003,907.065686,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,879.2874288,796.4158721,879.2874288,39.37453987,1719759.154,986609.143,1064656.418,9.832282521,48.78796862,89.57593346,77,51,,37,,0.3,42.0,51.00023729,-,0.03017658935,0.5370903891,0.3797082372,2.3,0.1,ML,trimmed_mean,19,confirmed
texnet2021ittk,earthquake,known,TX,manual,final,2021-05-05 15:40:39.141001,-103.1395865,0.4635279327,31.12527959,0.5374233592,2429.614258,736.2444055000001,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,837.8380645999999,675.6448800000001,837.8380645999999,156.9349778,1387047.012,836965.1802,1032978.4299999999,173.6724382,-62.06605879,90.55443981,55,46,,27,,0.3,49.0,63.96603918,-,0.01066214891,1.464076862,0.226893471,2.4,0.1,ML,trimmed_mean,12,confirmed
texnet2021kdyd,earthquake,known,TX,manual,final,2021-05-25 10:57:41.707290,-103.3275278,0.4588846125,31.08714933,0.6389976226,5565.9912110000005,1568.245321,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,983.9034723,674.8243999,983.9034723,166.2569729,2981914.3060000003,711118.3276000001,1211960.774,9.146678164,33.09279236,98.80796793,43,32,,20,,0.3,51.0,76.69185107,-,0.04197484961,0.554797484,0.1926583728,1.6,0.1,ML,trimmed_mean,8,confirmed
texnet2021kfzx,earthquake,known,TX,manual,final,2021-05-26 14:07:03.811670,-103.350527,0.3118020587,31.08902709,0.6342119564,4743.3349610000005,1307.2217269999999,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,962.0563471,472.4106715,962.0563471,1.426614403,2560739.727,475500.2435,1005842.2799999999,162.4676334,-111.385196,80.37484757,73,45,,30,,0.3,49.0,52.58930038,-,0.02372839937,0.3972785742,0.3972785742,2.5,0.1,ML,trimmed_mean,17,confirmed
texnet2021kngm,earthquake,known,TX,manual,final,2021-05-30 13:24:24.192571,-103.2379589,0.5668541567,31.07615643,0.5806292242,5848.779297,1606.343507,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,938.6674158000001,795.8313412,938.6674158000001,139.2190999,3054411.631,876601.5736,1155456.598,170.7412907,-159.8953614,80.9934461,40,23,,16,,0.2,61.0,97.27359935,-,0.0434927326,0.1734267434,0.1734267434,1.7,0.2,ML,trimmed_mean,12,confirmed
texnet2021kqap,earthquake,known,TX,manual,final,2021-06-01 01:50:04.516405,-103.3590992,0.5342407554,31.08306602,0.945222925,1606.958008,1143.034839,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1489.4477319999999,702.0843592,1489.4477319999999,162.0704948,2410886.736,863301.4372,1488541.615,144.8107243,-69.22553489,93.63147791,50,23,,17,,0.2,94.0,112.2627914,-,0.02324689108,0.2182965758,0.2001117734,1.7,0.2,ML,trimmed_mean,10,confirmed
texnet2021kugg,earthquake,known,TX,manual,final,2021-06-03 09:14:36.535941,-103.2600662,0.3738792024,31.10493425,0.5652749174,4537.670898,685.0525977000001,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,859.824798,563.1523012,859.824798,174.1628178,1297727.779,677798.5662,1065136.071,8.6423166,12.16426512,81.40762194,103,53,,41,,0.2,52.0,64.72104156,-,0.04231807283,0.2916860198,8.998234239e+27,3.0,0.2,ML,trimmed_mean,24,confirmed
texnet2021kuml,earthquake,known,TX,manual,final,2021-06-03 12:22:32.070365,-103.2646236,0.535255139,31.10195741,0.8716251472,2866.6503909999997,1394.003428,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1325.1055979999999,806.4865875,1325.1055979999999,174.9620766,2664782.153,869979.9572,1641619.394,11.24887531,4.415869579,101.2483402,53,25,,18,,0.3,63.0,67.12808216,-,0.04678968496,0.2146369958,8.998234239e+27,1.8,0.2,ML,trimmed_mean,13,confirmed
texnet2021kzbe,earthquake,known,TX,manual,final,2021-06-06 00:20:10.410789,-103.262244,0.4522883879,31.09298989,0.7721634916,1247.045898,1130.5742830000002,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1172.228077,683.9036447999999,1172.228077,176.828223,2259080.9159999997,763455.9708,1285517.976,23.43502929,73.79552628,78.08833118,60,23,,18,,0.2,55.0,69.86637028,-,0.03324584336,0.120608044,8.998234239e+27,1.9,0.2,ML,trimmed_mean,11,confirmed
texnet2021lfey,earthquake,known,TX,manual,final,2021-06-09 09:04:51.976410,-103.3502651,0.6753608964,31.08649891,0.6891420203,3380.810547,1153.587347,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1099.639676,965.4840395,1099.639676,139.4906018,2177365.33,1189738.202,1351936.362,6.839305577,97.43710807,94.00495719,44,36,,30,,0.3,50.0,59.98640266,-,0.02548495215,1.551160568,0.2927049479,2.5,0.1,ML,trimmed_mean,14,confirmed
texnet2021loxf,earthquake,known,TX,manual,final,2021-06-14 16:31:04.823513,-103.2600939,0.4900460901,31.09620206,0.7347165591,1298.461914,1054.035188,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1118.6690079999998,736.5276053,1118.6690079999998,6.773101579,2145434.103,768268.8834,1217336.001,26.02296088,59.57700194,72.53123341,51,21,,17,,0.2,57.0,69.75852195,-,0.02966983794,0.1852002278,0.1852002278,2.1,0.1,ML,trimmed_mean,9,confirmed
texnet2021lstn,earthquake,known,TX,manual,final,2021-06-16 19:12:32.710368,-103.1456047,0.2894651024,31.12587355,0.3822970736,1954.016113,575.5249941000001,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,605.7891934,402.3480813,605.7891934,22.81333677,1085096.07,498295.25539999997,745116.6825,173.4318346,60.75572174,89.24177767,47,24,,17,,0.1,63.0,107.5639523,-,0.005829493484,0.1225142747,8.998234239e+27,1.5,0.2,ML,trimmed_mean,10,confirmed
