n_event,n_origin,event_id,event_time,latitude,latitude_uncertainty,longitude,longitude_uncertainty,depth,depth_uncertainty,rms,region,method,earth_model,event_type,magnitude,magnitude_type,n_P_phases,n_S_phases,preferred_origin
178,0,ESG2024vnjr,2024-11-02 03:54:38.637710,4.880300371877072,1.1451981394114712,-75.35224044826309,1.7062867272153504,2131.6964285714284,2517.4954350239977,0.05900962274830698,Colombia,NonLinLoc,Nereidas,earthquake,0.44,ML,5,5,True
178,1,ESG2024vnjr,2024-11-02 03:54:38.659999,4.8825,0.6363961030678927,-75.34266666666667,0.6363961030678927,2110.0,1000.0,0.05,Colombia,Hypo71,RSNC,earthquake,0.44,ML,5,5,False
177,0,ESG2024vnrn,2024-11-02 07:51:47.673550,4.914339841615896,2.2916389692247185,-75.37934746146176,3.1624016537621196,7665.178571428572,2388.871303608036,0.06837601727916093,Colombia,NonLinLoc,Nereidas,earthquake,0.86,ML,4,4,False
177,1,ESG2024vnrn,2024-11-02 07:51:47.673550,4.914339841615896,2.2916389692247185,-75.37934746146176,3.1624016537621196,7665.178571428572,2388.871303608036,0.06837601727916093,Colombia,NonLinLoc,Nereidas,earthquake,0.86,ML,4,4,False
177,2,ESG2024vnrn,2024-11-02 07:51:47.740013,4.911674829750223,1.5016066099200127,-75.38660523329823,2.084111068389821,7366.071428571428,1405.1606737259353,0.06972460272520427,Colombia,NonLinLoc,Nereidas,earthquake,0.86,ML,7,7,False
177,3,ESG2024vnrn,2024-11-02 07:51:47.740013,4.911674829750223,1.5016066099200127,-75.38660523329823,2.084111068389821,7366.071428571428,1405.1606737259353,0.06972460272520427,Colombia,NonLinLoc,Nereidas,earthquake,0.86,ML,7,7,False
177,4,ESG2024vnrn,2024-11-02 07:51:47.666100,4.908404133369624,1.5053408272826823,-75.38084190100945,2.096534898018322,7515.625,1493.672037803926,0.0719883425844344,Colombia,NonLinLoc,Nereidas,earthquake,0.86,ML,7,7,True
177,5,ESG2024vnrn,2024-11-02 07:51:47.679999,4.923333333333334,0.8485281374238569,-75.37916666666666,0.8485281374238569,8370.0,700.0,0.07,Colombia,Hypo71,RSNC,earthquake,0.86,ML,7,7,False
177,6,ESG2024vnrn,2024-11-02 07:51:47.590000,4.919666666666666,0.9899494936611664,-75.372,0.9899494936611664,8560.0,800.0,0.07,Colombia,Hypo71,RSNC,earthquake,0.86,ML,7,7,False
176,0,ESG2024vnro,2024-11-02 07:53:47.194663,4.915308936839777,1.5066601445311103,-75.37593203135643,2.5402055181995897,6468.75,1835.1490789772008,0.05051683462023293,Colombia,NonLinLoc,Nereidas,earthquake,0.69,ML,5,4,True
176,1,ESG2024vnro,2024-11-02 07:53:47.170000,4.926333333333333,0.7071067811865475,-75.3715,0.7071067811865475,7290.0,700.0,0.04,Colombia,Hypo71,RSNC,earthquake,0.69,ML,5,4,False
175,0,ESG2024vnrp,2024-11-02 07:53:50.129723,4.906587079824847,1.7910905635084917,-75.38873995992283,2.8694958583627943,7665.178571428572,1665.380633522248,0.03467902748524098,Colombia,NonLinLoc,Nereidas,earthquake,0.63,ML,4,4,True
175,1,ESG2024vnrp,2024-11-02 07:53:50.090000,4.918666666666667,0.7071067811865475,-75.37983333333334,0.7071067811865475,8590.0,500.0,0.03,Colombia,Hypo71,RSNC,earthquake,0.63,ML,4,4,False
174,0,ESG2024vnrq,2024-11-02 07:55:16.482893,4.917731674899479,1.5870303595723017,-75.38276274214995,2.4092414355202165,5870.535714285715,2033.4314764388903,0.16586536973116997,Colombia,NonLinLoc,Nereidas,earthquake,0.6,ML,4,4,True
174,1,ESG2024vnrq,2024-11-02 07:55:16.769999,4.921833333333334,2.82842712474619,-75.38083333333333,2.82842712474619,5390.0,3000.0,0.19,Colombia,Hypo71,RSNC,earthquake,0.6,ML,4,4,False
173,0,ESG2024vnst,2024-11-02 08:30:12.512298,4.915430073742762,1.4439729714877951,-75.37614548841327,1.9853061816085218,6917.410714285715,1647.35367552582,0.05218634673517753,Colombia,NonLinLoc,Nereidas,earthquake,1.93,ML,7,7,True
173,1,ESG2024vnst,2024-11-02 08:30:12.449999,4.928833333333333,0.4949747468305832,-75.36533333333334,0.4949747468305832,7490.0,600.0,0.04,Colombia,Hypo71,RSNC,earthquake,1.93,ML,7,7,False
172,0,ESG2024vnta,2024-11-02 08:37:58.865511,4.910463460720371,1.5600118440779007,-75.37849376288995,2.2488081972065306,7066.964285714284,1632.3858834977375,0.05790788336958309,Colombia,NonLinLoc,Nereidas,earthquake,0.56,ML,5,5,True
172,1,ESG2024vnta,2024-11-02 08:37:58.859999,4.920666666666667,0.7071067811865475,-75.36883333333333,0.7071067811865475,7670.0,700.0,0.04,Colombia,Hypo71,RSNC,earthquake,0.56,ML,5,5,False
171,0,ESG2024vnti,2024-11-02 08:47:17.606699,4.914339841615896,1.7502542173150384,-75.37934746146176,2.733373038402004,7066.964285714284,1846.51035736773,0.05074079086681921,Colombia,NonLinLoc,Nereidas,earthquake,0.46,ML,4,4,True
171,1,ESG2024vnti,2024-11-02 08:47:17.589999,4.925833333333333,1.0606601717798212,-75.37133333333334,1.0606601717798212,7760.0,1000.0,0.05,Colombia,Hypo71,RSNC,earthquake,0.46,ML,4,4,False
170,0,ESG2024vntn,2024-11-02 08:52:40.433654,4.90973663930246,1.582458150610156,-75.38489760125917,2.3120639965565575,7366.071428571428,1526.4491229005723,0.05238484951928198,Colombia,NonLinLoc,Nereidas,earthquake,0.39,ML,5,5,True
170,1,ESG2024vntn,2024-11-02 08:52:40.450000,4.919666666666666,0.8485281374238569,-75.37766666666667,0.8485281374238569,8070.0,700.0,0.05,Colombia,Hypo71,RSNC,earthquake,0.39,ML,5,5,False
169,0,ESG2024vntq,2024-11-02 08:56:09.733624,4.910948008332312,1.4733497107296794,-75.37934758725652,2.0164727093696047,7066.964285714284,1491.6244155771346,0.04680384239111331,Colombia,NonLinLoc,Nereidas,earthquake,1.91,ML,7,7,True
169,1,ESG2024vntq,2024-11-02 08:56:09.660000,4.922666666666666,0.565685424949238,-75.371,0.565685424949238,8030.0,500.0,0.04,Colombia,Hypo71,RSNC,earthquake,1.91,ML,7,7,False
168,0,ESG2024vnug,2024-11-02 09:15:03.996088,4.911674829750223,1.783494148758754,-75.37977448224851,2.792445206698666,7366.071428571428,1907.994485976815,0.04277037018616789,Colombia,NonLinLoc,Nereidas,earthquake,0.41,ML,4,4,True
168,1,ESG2024vnug,2024-11-02 09:15:03.930000,4.925166666666667,0.8485281374238569,-75.368,0.8485281374238569,8110.0,800.0,0.04,Colombia,Hypo71,RSNC,earthquake,0.41,ML,4,4,False
167,0,ESG2024vnux,2024-11-02 09:34:52.955454,4.90900981788455,1.8103713263132033,-75.38361686144587,2.8254105201840343,7665.178571428572,1781.081263494599,0.04733444738622523,Colombia,NonLinLoc,Nereidas,earthquake,0.61,ML,4,4,True
167,1,ESG2024vnux,2024-11-02 09:34:52.990000,4.922,1.0606601717798212,-75.37133333333334,1.0606601717798212,7920.0,1000.0,0.05,Colombia,Hypo71,RSNC,earthquake,0.61,ML,4,4,False
166,0,ESG2024vnvr,2024-11-02 09:57:40.816569,4.916399168966643,1.501580801923416,-75.37315697301938,2.1685581404849885,6618.303571428572,1803.726894748798,0.07428130869407207,Colombia,NonLinLoc,Nereidas,earthquake,0.83,ML,6,6,True
166,1,ESG2024vnvr,2024-11-02 09:57:40.780000,4.9265,0.9899494936611664,-75.36583333333333,0.9899494936611664,7510.0,1100.0,0.07,Colombia,Hypo71,RSNC,earthquake,0.83,ML,6,6,False
165,0,ESG2024vnvu,2024-11-02 10:01:55.959063,4.912643924974104,1.9023379856612765,-75.38660520791058,4.114030525577028,7366.071428571428,2410.672550947357,0.04085794493314508,Colombia,NonLinLoc,Nereidas,earthquake,0.21,ML,4,3,True
165,1,ESG2024vnvu,2024-11-02 10:01:55.939999,4.925333333333334,1.414213562373095,-75.37816666666667,1.414213562373095,8050.0,900.0,0.04,Colombia,Hypo71,RSNC,earthquake,0.21,ML,4,3,False
164,0,ESG2024vnvv,2024-11-02 10:02:31.730659,4.912401651168134,1.5953210948917873,-75.3759321541069,2.345624297498194,7665.178571428572,1682.550068988263,0.0638733863391113,Colombia,NonLinLoc,Nereidas,earthquake,0.72,ML,6,6,True
164,1,ESG2024vnvv,2024-11-02 10:02:31.670000,4.923666666666667,1.0606601717798212,-75.36883333333333,1.0606601717798212,8690.0,1000.0,0.06,Colombia,Hypo71,RSNC,earthquake,0.72,ML,6,6,False
163,0,ESG2024vodw,2024-11-02 14:06:56.538651,4.90900981788455,1.7516160644427754,-75.38532454238431,2.845761532496423,7665.178571428572,1659.1685387683992,0.04560900970954993,Colombia,NonLinLoc,Nereidas,earthquake,1.35,ML,5,5,True
163,1,ESG2024vodw,2024-11-02 14:06:56.490000,4.9215,0.7778174593052023,-75.3745,0.7778174593052023,8470.0,700.0,0.04,Colombia,Hypo71,RSNC,earthquake,1.35,ML,5,5,False
162,0,ESG2024voec,2024-11-02 14:13:53.031167,4.914339841615896,1.6966916949115878,-75.37934746146176,2.699564241808089,7066.964285714284,1806.6511633907412,0.06581052184322794,Colombia,NonLinLoc,Nereidas,earthquake,0.93,ML,5,5,True
162,1,ESG2024voec,2024-11-02 14:13:52.969999,4.926333333333333,1.131370849898476,-75.36966666666666,1.131370849898476,7820.0,1100.0,0.06,Colombia,Hypo71,RSNC,earthquake,0.93,ML,5,5,False
161,0,ESG2024vogu,2024-11-02 15:34:43.324289,4.916762579675598,1.433957524409162,-75.37422426915316,1.9440700215413127,6468.75,1715.7069562041547,0.0496540161922113,Colombia,NonLinLoc,Nereidas,earthquake,1.31,ML,7,7,False
161,1,ESG2024vogu,2024-11-02 15:34:43.324289,4.916762579675598,1.433957524409162,-75.37422426915316,1.9440700215413127,6468.75,1715.7069562041547,0.0496540161922113,Colombia,NonLinLoc,Nereidas,earthquake,1.31,ML,7,7,True
161,2,ESG2024vogu,2024-11-02 15:34:43.280000,4.928166666666667,0.4949747468305832,-75.36616666666667,0.4949747468305832,7200.0,600.0,0.04,Colombia,Hypo71,RSNC,earthquake,1.31,ML,7,7,False
160,0,ESG2024voiw,2024-11-02 16:38:41.860269,4.91397643090694,1.48237525292393,-75.37913401323661,2.1293582131671425,6618.303571428572,1577.38022545658,0.04802343682083464,Colombia,NonLinLoc,Nereidas,earthquake,1.31,ML,6,6,True
160,1,ESG2024voiw,2024-11-02 16:38:41.820000,4.925,0.565685424949238,-75.37116666666667,0.565685424949238,7360.0,600.0,0.04,Colombia,Hypo71,RSNC,earthquake,1.31,ML,6,6,False
158,0,ESG2024vojc,2024-11-02 16:45:22.724608,4.913370746392014,1.4773000773548624,-75.37849365135862,2.0240094382608076,7066.964285714284,1563.3952785102797,0.04296927858370595,Colombia,NonLinLoc,Nereidas,earthquake,1.63,ML,7,7,True
158,1,ESG2024vojc,2024-11-02 16:45:22.679999,4.925666666666666,0.42426406871192845,-75.36883333333333,0.42426406871192845,7740.0,500.0,0.04,Colombia,Hypo71,RSNC,earthquake,1.63,ML,7,7,False
157,0,ESG2024vojg,2024-11-02 16:49:37.556070,4.934690841317399,2.6027818758411376,-75.3784928314203,2.504971309293107,5870.535714285715,2854.04668256031,0.035412734777649016,Colombia,NonLinLoc,Nereidas,earthquake,0.66,ML,4,4,True
157,1,ESG2024vojg,2024-11-02 16:49:37.500000,4.949333333333334,0.6363961030678927,-75.36683333333333,0.6363961030678927,5710.0,1000.0,0.04,Colombia,Hypo71,RSNC,earthquake,0.66,ML,4,4,False
155,0,ESG2024vojq,2024-11-02 17:01:35.412620,4.91397643090694,1.6959115936677198,-75.37913401323661,2.1439267461630176,7515.625,1640.8757730332993,0.05685440501818138,Colombia,NonLinLoc,Nereidas,earthquake,1.32,ML,6,6,True
155,1,ESG2024vojq,2024-11-02 17:01:35.350000,4.925833333333333,0.6363961030678927,-75.37133333333334,0.6363961030678927,8540.0,600.0,0.05,Colombia,Hypo71,RSNC,earthquake,1.32,ML,6,6,False
156,0,ESG2024vojr,2024-11-02 17:00:53.960036,4.90997891310843,1.8930231423121733,-75.38873988198876,2.9377919934481707,7665.178571428572,1711.519013918719,0.044307182754365876,Colombia,NonLinLoc,Nereidas,earthquake,0.62,ML,4,4,True
156,1,ESG2024vojr,2024-11-02 17:00:53.890000,4.922333333333333,0.7071067811865475,-75.38,0.7071067811865475,8710.0,600.0,0.04,Colombia,Hypo71,RSNC,earthquake,0.62,ML,4,4,False
154,0,ESG2024volh,2024-11-02 17:51:14.505896,4.91373415710097,1.4693126883074492,-75.37742632926371,1.9977387718141326,6917.410714285715,1586.9782624311454,0.05378729596920452,Colombia,NonLinLoc,Nereidas,earthquake,1.53,ML,7,7,True
154,1,ESG2024volh,2024-11-02 17:51:14.439999,4.925833333333333,0.565685424949238,-75.36833333333334,0.565685424949238,7710.0,600.0,0.04,Colombia,Hypo71,RSNC,earthquake,1.53,ML,7,7,False
153,0,ESG2024vonq,2024-11-02 19:02:33.268180,4.914703252324851,1.4663211250081278,-75.37614551887569,2.002973075245935,6917.410714285715,1623.4867603301875,0.05257950057161391,Colombia,NonLinLoc,Nereidas,earthquake,2.25,ML,7,7,True
153,1,ESG2024vonq,2024-11-02 19:02:33.200000,4.9275,0.565685424949238,-75.36683333333333,0.565685424949238,7650.0,600.0,0.04,Colombia,Hypo71,RSNC,earthquake,2.25,ML,7,7,False
152,0,ESG2024voop,2024-11-02 19:32:19.252327,4.916278032063658,1.8808796704468718,-75.38959358688847,4.312000272103552,7665.178571428572,2435.079931817507,0.0656775681932568,Colombia,NonLinLoc,Nereidas,earthquake,0.86,ML,5,5,True
152,1,ESG2024voop,2024-11-02 19:32:19.160000,4.9275,1.5556349186104046,-75.39183333333334,1.5556349186104046,9100.0,800.0,0.05,Colombia,Hypo71,RSNC,earthquake,0.86,ML,5,5,False
151,0,ESG2024voos,2024-11-02 19:35:50.258683,4.917125990384553,1.4669985176308689,-75.37870696991497,2.026604395638188,6917.410714285715,1580.922404021062,0.06553048324866395,Colombia,NonLinLoc,Nereidas,earthquake,1.26,ML,7,7,True
151,1,ESG2024voos,2024-11-02 19:35:50.200000,4.929833333333333,0.7071067811865475,-75.37,0.7071067811865475,7680.0,800.0,0.06,Colombia,Hypo71,RSNC,earthquake,1.26,ML,7,7,False
150,0,ESG2024vopd,2024-11-02 19:47:41.614773,4.921971466503959,1.1425994018384207,-75.36120271511946,1.0584540913031897,5421.875,1381.0724796921875,0.0913374826626166,Colombia,NonLinLoc,Nereidas,earthquake,2.26,ML,8,8,True
150,1,ESG2024vopd,2024-11-02 19:47:41.570000,4.930666666666667,0.7071067811865475,-75.36066666666666,0.7071067811865475,6970.0,900.0,0.08,Colombia,Hypo71,RSNC,earthquake,2.26,ML,8,8,False
149,0,ESG2024vope,2024-11-02 19:49:09.960770,4.911674829750223,2.493285809156778,-75.46345118260756,5.884428249281136,7366.071428571428,3773.7680823989454,0.18845859221630182,Colombia,NonLinLoc,Nereidas,earthquake,0.66,ML,4,4,False
149,1,ESG2024vope,2024-11-02 19:49:10.310004,4.904164341765144,1.921810013214804,-75.39642452399022,2.999476741999964,8263.392857142855,1626.9866629746862,0.06727304314701611,Colombia,NonLinLoc,Nereidas,earthquake,0.66,ML,4,4,True
149,2,ESG2024vope,2024-11-02 19:49:10.279999,4.915,1.2727922061357855,-75.38766666666666,1.2727922061357855,9300.0,800.0,0.06,Colombia,Hypo71,RSNC,earthquake,0.66,ML,4,4,False
148,0,ESG2024vopf,2024-11-02 19:49:36.713902,4.919306454638287,1.3069975364460573,-75.36376444776673,1.226621858452846,6020.089285714284,1330.928423363462,0.10239862298900881,Colombia,NonLinLoc,Nereidas,earthquake,1.03,ML,7,7,True
148,1,ESG2024vopf,2024-11-02 19:49:36.710000,4.922333333333333,0.8485281374238569,-75.372,0.8485281374238569,8190.0,700.0,0.07,Colombia,Hypo71,RSNC,earthquake,1.03,ML,7,7,False
146,0,ESG2024vosm,2024-11-02 21:30:05.206194,4.921486918892019,1.1613739805593692,-75.35949503341801,1.104849877147809,5421.875,1438.527246486565,0.0839035577828988,Colombia,NonLinLoc,Nereidas,earthquake,1.8,ML,7,7,True
146,1,ESG2024vosm,2024-11-02 21:30:05.150000,4.9345,0.565685424949238,-75.34633333333333,0.565685424949238,5140.0,1100.0,0.08,Colombia,Hypo71,RSNC,earthquake,1.8,ML,7,7,False
145,0,ESG2024vosy,2024-11-02 21:43:03.330696,4.924878752175602,1.4616514350269538,-75.36077559733938,1.3670787023506243,5720.982142857142,1878.8697966594773,0.09647063630969442,Colombia,NonLinLoc,Nereidas,earthquake,2.6,ML,8,8,False
145,1,ESG2024vosy,2024-11-02 21:43:03.439919,4.918579633220376,1.1032923461845983,-75.36034908084987,1.0252993943985063,5122.767857142858,1353.6830718228657,0.08036110633038498,Colombia,NonLinLoc,Nereidas,earthquake,2.6,ML,8,8,True
145,2,ESG2024vosy,2024-11-02 21:43:03.430000,4.925,0.565685424949238,-75.363,0.565685424949238,6830.0,600.0,0.06,Colombia,Hypo71,RSNC,earthquake,2.6,ML,8,8,False
143,0,ESG2024vovf,2024-11-02 22:52:00.134002,4.919791002250227,1.129782331349711,-75.35864129272434,1.049428810425518,5421.875,1375.6684134118407,0.10161934870837559,Colombia,NonLinLoc,Nereidas,earthquake,1.05,ML,8,8,True
143,1,ESG2024vovf,2024-11-02 22:52:00.030000,4.934,0.6363961030678927,-75.34433333333334,0.6363961030678927,5200.0,1400.0,0.1,Colombia,Hypo71,RSNC,earthquake,1.05,ML,8,8,False
141,0,ESG2024vozd,2024-11-03 00:50:49.765218,4.918821907026346,1.2863807695827139,-75.35992213841948,1.209414666407978,5421.875,1441.7347171959673,0.0664697835465998,Colombia,NonLinLoc,Nereidas,earthquake,0.69,ML,6,6,True
141,1,ESG2024vozd,2024-11-03 00:50:49.700000,4.931166666666667,0.42426406871192845,-75.34733333333334,0.42426406871192845,5490.0,900.0,0.06,Colombia,Hypo71,RSNC,earthquake,0.69,ML,6,6,False
139,0,ESG2024vozn,2024-11-03 01:02:59.948847,4.920033276056198,1.100690032876592,-75.36205669456734,1.0129374134120979,5122.767857142858,1364.5434726270832,0.08639595570019551,Colombia,NonLinLoc,Nereidas,earthquake,2.6,ML,8,8,True
139,1,ESG2024vozn,2024-11-03 01:02:59.939999,4.927833333333333,0.6363961030678927,-75.363,0.6363961030678927,6550.0,800.0,0.07,Colombia,Hypo71,RSNC,earthquake,2.6,ML,8,8,False
137,0,ESG2024vpfq,2024-11-03 04:08:01.513331,4.920396686765153,1.08979229315091,-75.3609893528013,1.002660197921184,4973.214285714285,1408.8719645919236,0.08028147717241003,Colombia,NonLinLoc,Nereidas,earthquake,2.36,ML,8,8,True
137,1,ESG2024vpfq,2024-11-03 04:08:01.429999,4.9335,0.4949747468305832,-75.34883333333333,0.4949747468305832,4850.0,1000.0,0.08,Colombia,Hypo71,RSNC,earthquake,2.36,ML,8,8,False
136,0,ESG2024vpfy,2024-11-03 04:18:01.558748,4.920638960571122,2.429979461982511,-75.37337024000787,4.0151691613237706,7066.964285714284,3343.2875264856925,0.05678780006140244,Colombia,NonLinLoc,Nereidas,earthquake,0.4,ML,4,4,True
136,1,ESG2024vpfy,2024-11-03 04:18:01.490000,4.932833333333333,1.414213562373095,-75.36766666666666,1.414213562373095,8130.0,1600.0,0.05,Colombia,Hypo71,RSNC,earthquake,0.4,ML,4,4,False
135,0,ESG2024vpni,2024-11-03 08:01:56.923080,4.924030793854707,1.6759840510666133,-75.36226990706454,2.5286569455951655,5870.535714285715,2612.444529940454,0.12317024307128688,Colombia,NonLinLoc,Nereidas,earthquake,0.63,ML,4,4,True
