API_UWI,API_UWI_12,WellID,LogId,DocumentName,FileExtension,DocumentType,LogType,LogTypeCode,TopDepth,BaseDepth,DocCategory,Description,NumberOfCurves,DepthIndexType,FileSize,DateUpdated,has_resistivity,has_gamma_ray,has_porosity_nphi,has_caliper,has_density,has_gas,has_porosity_dphi,has_porosity,has_lithology,has_sonic_transit_time,has_spontaneous_potential,has_photoelectric_effect,has_dipmeter,has_porosity_sphi,has_spectral_gamma_ray,has_total_organic_carbon,has_rate_of_penetration
42-371-32618,42-371-32618-00,840420002868367,812103794,42-371-32618-00-00_DIG_RS0032033861.LAS,LAS,DIGITAL_LOG,RAW,100,10841.00,18209.00,LAS,"CAL,DT,GR,ILD,ILS,SP",6,MD,1119650,2020-05-10,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
42-371-32618,42-371-32618-00,840420002868367,813726441,42-371-32618-00-00_ECP_RS0041782404.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,10841.00,18209.00,LAS,"CALI_E,DT_E,GR_E,RESD_E,RESS_E,SP_E",24,MD,5561992,2023-11-20,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
42-371-33280,42-371-33280-00,840420002897846,810031429,42-371-33280-00-00_DIG_RS0022586163.LAS,LAS,DIGITAL_LOG,RAW,100,50.00,21639.00,LAS,"CALI,DT,GR,LLD,NPHI",5,,4279969,2019-01-23,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-10044,42-371-10044-00,840420005525272,810033730,42-371-10044-00-00_DIG_RS0022588562.LAS,LAS,DIGITAL_LOG,RAW,100,1465.00,21747.00,LAS,"DT,GR",2,,1951940,2019-01-23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-00435,42-389-00435-00,840420003198202,812124568,42-389-00435-00-00_DIG_RS0032063993.LAS,LAS,DIGITAL_LOG,RAW,100,101.00,5444.00,LAS,"DT,GR",2,MD,332308,2020-05-10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-00435,42-389-00435-00,840420003198202,812574427,42-389-00435-00-00_EC_RS0032924416.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,101.00,5444.00,LAS,"DT,GR",2,MD,505528,2023-11-04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-00435,42-389-00435-00,840420003198202,813708838,42-389-00435-00-00_ECP_RS0041757956.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,101.00,5444.00,LAS,"DT_E,GR_E",8,MD,1468534,2023-11-21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-34966,42-371-34966-00,840420002932476,810031432,42-371-34966-00-00_DIG_RS0022586166.LAS,LAS,DIGITAL_LOG,RAW,100,50.00,17750.00,LAS,"CALI,DPHI,DT,DTEDIT,GR,LLD,NPHI",7,,4713869,2019-01-23,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
42-371-33589,42-371-33589-00,840420002898019,810033799,42-371-33589-00-00_DIG_RS0022588631.LAS,LAS,DIGITAL_LOG,RAW,100,17486.00,18552.00,LAS,"CALI,DT,GR,LLD,NPHI",5,,216418,2019-01-23,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-39483,42-371-39483-00,840420004351677,816563335,42-371-39483-90-00_DIG_RS0053874632.LAS,LAS,DIGITAL_LOG,RAW,100,10010.00,11812.00,LAS,"CALI,DT,DTSM,ECGR,SPHI_476,STIT,TENS",7,,485079,2022-07-26,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
42-389-00931,42-389-00931-00,840420005530143,814509406,42-389-00931-00-00_ECP_RS0044827112.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,101.00,5373.00,LAS,"DT_E,GR_E",8,MD,1449080,2023-11-21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-00931,42-389-00931-00,840420005530143,812035485,42-389-00931-00-00_DIG_RS0031935239.LAS,LAS,DIGITAL_LOG,RAW,100,101.00,5373.00,LAS,"DT,GR",2,MD,297283,2020-05-10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-00931,42-389-00931-00,840420005530143,813927637,42-389-00931-00-00_EC_RS0044180859.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,101.00,5373.00,LAS,"DT,GR",2,MD,498698,2023-11-04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-30298,42-371-30298-00,840420005559798,813928244,42-371-30298-00-00_EC_RS0044181479.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,100.50,18040.00,LAS,"CALI,DT,GR",3,MD,2228032,2023-11-05,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-30298,42-371-30298-00,840420005559798,812023026,42-371-30298-00-00_DIG_RS0031917217.LAS,LAS,DIGITAL_LOG,RAW,100,100.00,18040.00,LAS,"CAL,DT,GR",3,MD,1833388,2020-05-10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-30298,42-371-30298-00,840420005559798,814515310,42-371-30298-00-00_ECP_RS0044833146.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,100.50,18040.00,LAS,"CALI_E,DT_E,GR_E",12,MD,7073172,2023-11-20,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-32433,42-371-32433-00,840420002903330,817303870,42-371-32433-00-00_EC_RS0056189680.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,0,18644.00,LAS,"CALI,CALI__01,DPHI_LS,DRHO,DT,GR,GR__01,GR__02,NPHI_LS,RESD,RESD_LL,RESM,RESS,RESS_LL,RHOB,SP",16,MD,9591859,2024-02-08,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
42-371-32433,42-371-32433-00,840420002903330,817321265,42-371-32433-00-00_ECP_RS0056208191.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,0,18644.00,LAS,"CALI_E,DPHI_265_E,DPHI_271_E,DRHO_E,DT_E,GR_E,NPHI_E,RESD_E,RESD_LL_E,RESM_E,RESS_E,RESS_LL_E,RHOB_E,SP_E",53,MD,30288119,2024-02-18,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
42-371-32433,42-371-32433-00,840420002903330,817251590,42-371-32433-00-00_DIG_RS0056075665.LAS,LAS,DIGITAL_LOG,RAW,100,0,18644.00,LAS,"CALD,CALS,DPHI_LS,DRHO,DT,GRD,GRR,GRS,ILD,ILM,LLD,LLS,NPHI_LS,RHOB,SFL,SPR",16,,7015095,2024-01-05,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
42-371-32680,42-371-32680-00,840420002932663,812080285,42-371-32680-00-00_DIG_RS0031999995.LAS,LAS,DIGITAL_LOG,RAW,100,30.00,21661.00,LAS,"CAL,DPHI,DT,GR,ILD,ILS,NPHI,RHOB",8,MD,4951558,2020-05-10,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-371-32680,42-371-32680-00,840420002932663,812575411,42-371-32680-00-00_EC_RS0032925647.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,21.00,21630.00,LAS,"DT__D,GR__D,RESD__D",3,MD,2682890,2023-11-05,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-32680,42-371-32680-00,840420002932663,811010316,42-371-32680-00-00_EC_RS0025627697.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,12928.50,21630.00,LAS,DT__A,1,MD,562590,2023-11-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-32680,42-371-32680-00,840420002932663,809485994,42-371-32680-00-00_DIG_RS0020174654.LAS,LAS,DIGITAL_LOG,RAW,100,12900.00,21630.00,LAS,DT,1,,545415,2018-09-25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-32680,42-371-32680-00,840420002932663,812583312,42-371-32680-00-00_EC_RS0032935522.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,30.00,21661.00,LAS,"CALI__E,DPHI__E,DT__E,GR__E,NPHI__E,RESD__E,RESS__E,RHOB__E",8,MD,5930535,2023-11-05,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-371-32680,42-371-32680-00,840420002932663,812074344,42-371-32680-00-00_DIG_RS0031991434.LAS,LAS,DIGITAL_LOG,RAW,100,21.00,21630.00,LAS,"DT,GR,ILD",3,MD,1686828,2020-05-10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-32680,42-371-32680-00,840420002932663,811848321,42-371-32680-00-00_ECP_RS0031583423.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,21.00,21660.50,LAS,"CALI_E,DPHI_265_E,DPHI_271_E,DT_E,GR_E,NPHI_E,RESD_E,RESS_E,RES_E,RHOB_E",37,MD,24763726,2023-11-20,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-389-10429,42-389-10429-00,840420000749551,812343435,42-389-10429-00-00_DIG_RS0032305771.LAS,LAS,DIGITAL_LOG,RAW,100,1.00,22028.00,LAS,"CAL,DT,GR,LAT,NEUT,NPHI,RHOB,SP",8,MD,5159376,2020-05-10,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
42-389-10429,42-389-10429-00,840420000749551,812605215,42-389-10429-00-00_EC_RS0032962850.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,1.00,22028.00,LAS,"CALI,DT,GR,NPHI,RES_LL,RHOB,SP",7,MD,5378116,2023-11-04,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
42-389-10429,42-389-10429-00,840420000749551,813729605,42-389-10429-00-00_ECP_RS0041786737.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,1.00,22028.00,LAS,"CALI_E,DPHI_265_E,DPHI_271_E,DT_E,GR_E,NPHI_E,RES_LL_E,RHOB_E,SP_E",33,MD,22563326,2023-11-21,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
42-389-00726,42-389-00726-00,840420002952638,812343282,42-389-00726-00-00_DIG_RS0032305611.LAS,LAS,DIGITAL_LOG,RAW,100,5046.00,5253.00,LAS,"DT,GR",2,MD,18210,2020-05-10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-00726,42-389-00726-00,840420002952638,813705673,42-389-00726-00-00_ECP_RS0041753629.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,5046.00,5253.00,LAS,"DT_E,GR_E",8,MD,61270,2023-11-21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-00726,42-389-00726-00,840420002952638,812590334,42-389-00726-00-00_EC_RS0032944282.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,5046.00,5253.00,LAS,"DT,GR",2,MD,22588,2023-11-04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-36356,42-371-36356-00,840420002933540,812562836,42-371-36356-00-00_EC_RS0032909897.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,102.00,5463.00,LAS,"DT,GR",2,MD,507212,2023-11-05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-36356,42-371-36356-00,840420002933540,811903645,42-371-36356-00-00_DIG_RS0031745236.LAS,LAS,DIGITAL_LOG,RAW,100,102.00,5463.00,LAS,"DT,GR",2,MD,299102,2020-05-10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-36356,42-371-36356-00,840420002933540,813725953,42-371-36356-00-00_ECP_RS0041781692.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,102.00,5463.00,LAS,"DT_E,GR_E",8,MD,1473466,2023-11-20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-10144,42-389-10144-00,840420005524621,811918401,42-389-10144-00-00_DIG_RS0031766454.LAS,LAS,DIGITAL_LOG,RAW,100,86.00,5215.00,LAS,"DT,GR",2,MD,288265,2020-05-10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-10144,42-389-10144-00,840420005524621,813931895,42-389-10144-00-00_EC_RS0044185189.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,86.00,5215.00,LAS,"DT,GR",2,MD,485256,2023-11-04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-10144,42-389-10144-00,840420005524621,814499148,42-389-10144-00-00_ECP_RS0044816620.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,86.00,5215.00,LAS,"DT_E,GR_E",8,MD,1409898,2023-11-21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-10253,42-389-10253-00,840420005560385,814502725,42-389-10253-00-00_ECP_RS0044820281.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,108.00,5248.00,LAS,"DT_E,GR_E",8,MD,1412912,2023-11-21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-10253,42-389-10253-00,840420005560385,812056062,42-389-10253-00-00_DIG_RS0031964905.LAS,LAS,DIGITAL_LOG,RAW,100,108.00,5248.00,LAS,"DT,GR",2,MD,288714,2020-05-10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-10253,42-389-10253-00,840420005560385,813925600,42-389-10253-00-00_EC_RS0044178784.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,108.00,5248.00,LAS,"DT,GR",2,MD,486290,2023-11-04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30075,42-389-30075-00,840420002884903,812344165,42-389-30075-00-00_DIG_RS0032306518.LAS,LAS,DIGITAL_LOG,RAW,100,5.00,20980.00,LAS,"CAL,DT,GR,NPHI",4,MD,2735884,2020-05-10,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30075,42-389-30075-00,840420002884903,812541721,42-389-30075-00-00_EC_RS0032883473.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,5.00,20980.00,LAS,"CALI,DT,GR,NPHI",4,MD,3233438,2023-11-04,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30075,42-389-30075-00,840420002884903,813719696,42-389-30075-00-00_ECP_RS0041772885.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,5.00,20980.00,LAS,"CALI_E,DT_E,GR_E,NPHI_E",16,MD,10786652,2023-11-21,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-10405,42-389-10405-00,840420002918949,812149392,42-389-10405-00-00_DIG_RS0032099862.LAS,LAS,DIGITAL_LOG,RAW,100,2.00,6341.00,LAS,"DT,GR",2,MD,349655,2020-05-10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-10405,42-389-10405-00,840420002918949,813703873,42-389-10405-00-00_ECP_RS0041751121.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,2.00,6341.00,LAS,"DT_E,GR_E",8,MD,1741438,2023-11-21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-10405,42-389-10405-00,840420002918949,812531589,42-389-10405-00-00_EC_RS0032870852.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,2.00,6341.00,LAS,"DT,GR",2,MD,599069,2023-11-04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-10427,42-389-10427-00,840420002884769,817321482,42-389-10427-00-00_ECP_RS0056208408.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,36.00,21443.00,LAS,"DT_E,GR_E,RESD_E,RESM_E,RES_LL_E,SP_E",24,MD,16147469,2024-02-18,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
42-389-10427,42-389-10427-00,840420002884769,817250968,42-389-10427-00-00_DIG_RS0056075041.LAS,LAS,DIGITAL_LOG,RAW,100,36.00,21450.00,LAS,"DT,GRN,GRS,ILD,ILM,LL8,NEUT,SPR",8,MD,4714977,2024-01-05,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
42-389-10427,42-389-10427-00,840420002884769,817304072,42-389-10427-00-00_EC_RS0056189882.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,36.00,21443.00,LAS,"DT,GR,GR__01,RESD,RESM,RES_LL,SP",7,MD,5231190,2024-02-08,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
42-389-30026,42-389-30026-00,840420002949330,812343631,42-389-30026-00-00_DIG_RS0032305970.LAS,LAS,DIGITAL_LOG,RAW,100,7.00,16581.00,LAS,"CAL,DT,GR",3,MD,1681933,2020-05-10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30026,42-389-30026-00,840420002949330,812572821,42-389-30026-00-00_EC_RS0032922379.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,7.00,16581.00,LAS,"CALI,DT,GR",3,MD,2058383,2023-11-04,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30026,42-389-30026-00,840420002949330,813725555,42-389-30026-00-00_ECP_RS0041781101.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,7.00,16581.00,LAS,"CALI_E,DT_E,GR_E",12,MD,6535165,2023-11-21,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-36357,42-371-36357-00,840420002872407,813708183,42-371-36357-00-00_ECP_RS0041757066.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,75.00,5648.00,LAS,"DT_E,GR_E",8,MD,1531554,2023-11-20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-36357,42-371-36357-00,840420002872407,812150253,42-371-36357-00-00_DIG_RS0032101114.LAS,LAS,DIGITAL_LOG,RAW,100,75.00,5648.00,LAS,"DT,GR",2,MD,308403,2020-05-10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-36357,42-371-36357-00,840420002872407,812563486,42-371-36357-00-00_EC_RS0032910710.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,75.00,5648.00,LAS,"DT,GR",2,MD,527140,2023-11-05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-33191,42-371-33191-00,840420000648233,810034136,42-371-33191-00-00_DIG_RS0022589000.LAS,LAS,DIGITAL_LOG,RAW,100,1.00,21548.00,LAS,"CALI,DPHI,DT,DTEDIT,GR,LLD,NPHI",7,,5737171,2019-01-23,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
42-371-05405,42-371-05405-00,840420002865327,811848369,42-371-05405-00-00_ECP_RS0031583488.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,10.00,15268.00,LAS,"DT_E,DT_F,DT_S,DT_U,GR_E,GR_F,GR_S,GR_U,RESD_E,RESD_F,RESD_S,RESD_U",12,MD,6016701,2021-02-26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-05405,42-371-05405-00,840420002865327,810031524,42-371-05405-00-00_DIG_RS0022586258.LAS,LAS,DIGITAL_LOG,RAW,100,10.00,15268.00,LAS,"DT,DTEDIT,GR,GR_ORG,ILD",5,,3026581,2019-01-23,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-05411,42-371-05411-00,840420002900665,811848789,42-371-05411-00-00_ECP_RS0031584003.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,100.00,16656.00,LAS,"DT_E,DT_F,DT_S,DT_U,GR_E,GR_F,GR_S,GR_U,RESD_E,RESD_F,RESD_S,RESD_U",12,MD,6528113,2021-02-26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-371-05411,42-371-05411-00,840420002900665,810031525,42-371-05411-00-00_DIG_RS0022586259.LAS,LAS,DIGITAL_LOG,RAW,100,100.00,16656.00,LAS,"DT,GR,GR_ORG,ILD,VSH",5,,3283588,2019-01-23,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
42-389-10119,42-389-10119-00,840420005531804,814479619,42-389-10119-00-00_ECP_RS0044796689.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,58.00,5338.00,LAS,"DT_E,GR_E",8,MD,1451272,2023-11-21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-10119,42-389-10119-00,840420005531804,812086166,42-389-10119-00-00_DIG_RS0032008410.LAS,LAS,DIGITAL_LOG,RAW,100,58.00,5338.00,LAS,"DT,GR",2,MD,292900,2020-05-10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-10119,42-389-10119-00,840420005531804,813926366,42-389-10119-00-00_EC_RS0044179563.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,58.00,5338.00,LAS,"DT,GR",2,MD,499450,2023-11-04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-31180,42-389-31180-00,840420002919357,811848360,42-389-31180-00-00_ECP_RS0031583476.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,5200.00,11550.00,LAS,"CALI_E,DT_E,GR_E,RESD_LL_E",16,MD,3269461,2023-11-21,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-31180,42-389-31180-00,840420002919357,811034504,42-389-31180-00-00_EC_RS0025670673.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,5200.00,11550.00,LAS,"CALI,DT,GR,RESD_LL",4,MD,982152,2023-11-04,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-31180,42-389-31180-00,840420002919357,810381792,42-389-31180-00-00_DIG_RS0023866942.LAS,LAS,DIGITAL_LOG,RAW,100,5200.00,11550.00,LAS,"CALI,DT,GR,LLD",4,,1046596,2019-01-22,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0